size_class,social_group,state_name,state_code,district_name,district_code,total_holdings_no,total_holdings_area,gross_cropped_area_irrigated,gross_cropped_area_unirrigated,gross_cropped_area_total
2.0-3.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,MANDI,27,8239,19776,2608,22302,24910
2.0-3.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KULLU,26,1832,4488,114,5576,5690
2.0-3.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,620,1522,870,0,870
2.0-3.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SHIMLA,33,8037,19205,625,13707,14332
2.0-3.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SOLAN,31,6815,16637,3847,8318,12165
2.0-3.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SIRMAUR,32,5448,13271,3959,6922,10881
2.0-3.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KINNAUR,34,1064,2632,1486,626,2112
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,CHAMBA,23,1,5,0,0,0
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,KANGRA,24,8,47,81,0,81
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,HAMIRPUR,28,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,9,HAMIRPUR,168,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,UNA,29,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,22,BILASPUR,406,3,19,10,14,24
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,BILASPUR,30,3,19,10,14,24
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,MANDI,27,3,21,0,21,21
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,KULLU,26,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,2,12,12,0,12
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,SHIMLA,33,13,81,0,44,45
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,SOLAN,31,2,12,0,12,12
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,SIRMAUR,32,7,44,8,36,44
5.0-7.5,INSTITUTIONAL,HIMACHAL PRADESH,2,KINNAUR,34,11,61,31,16,47
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,CHAMBA,23,2,13,0,13,13
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,KANGRA,24,89,543,282,287,570
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,HAMIRPUR,28,8,50,0,26,26
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,9,HAMIRPUR,168,8,50,0,26,26
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,UNA,29,34,210,25,150,175
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,22,BILASPUR,406,6,33,21,22,43
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,BILASPUR,30,6,33,21,22,43
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,MANDI,27,18,103,0,106,106
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,KULLU,26,3,21,0,31,31
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,SHIMLA,33,68,407,21,224,245
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,SOLAN,31,175,1014,109,312,421
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,SIRMAUR,32,185,1114,162,399,561
5.0-7.5,SCHEDULED CASTE,HIMACHAL PRADESH,2,KINNAUR,34,1,6,6,0,6
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,CHAMBA,23,114,658,10,516,526
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,KANGRA,24,2420,14504,2358,9535,11892
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,HAMIRPUR,28,739,4450,62,3205,3267
5.0-7.5,OTHERS,HIMACHAL PRADESH,9,HAMIRPUR,168,739,4450,62,3205,3267
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,UNA,29,1266,7737,2181,4892,7074
5.0-7.5,OTHERS,HIMACHAL PRADESH,22,BILASPUR,406,269,1585,257,1343,1600
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,BILASPUR,30,269,1585,257,1343,1600
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,MANDI,27,497,2909,202,2989,3191
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,KULLU,26,119,707,0,1023,1024
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,0,0,0,0,0
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,SHIMLA,33,1383,8248,329,4449,4777
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,SOLAN,31,1390,8408,1001,2682,3683
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,SIRMAUR,32,2162,13058,2588,4166,6754
5.0-7.5,OTHERS,HIMACHAL PRADESH,2,KINNAUR,34,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,CHAMBA,23,17,97,16,73,89
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KANGRA,24,21,124,61,51,112
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,HAMIRPUR,28,4,24,0,27,27
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,9,HAMIRPUR,168,4,24,0,27,27
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,UNA,29,3,18,0,0,0
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,22,BILASPUR,406,12,72,0,103,103
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,BILASPUR,30,12,72,0,103,103
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,MANDI,27,9,57,30,31,61
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KULLU,26,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,76,444,179,0,179
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SHIMLA,33,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SOLAN,31,34,193,157,105,262
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SIRMAUR,32,36,219,145,105,250
5.0-7.5,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KINNAUR,34,178,1052,546,219,765
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,CHAMBA,23,134,773,25,602,627
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KANGRA,24,2538,15218,2783,9873,12656
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,HAMIRPUR,28,751,4525,62,3258,3319
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,9,HAMIRPUR,168,751,4525,62,3258,3319
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,UNA,29,1303,7965,2206,5043,7249
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,22,BILASPUR,406,290,1710,288,1483,1771
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,BILASPUR,30,290,1710,288,1483,1771
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,MANDI,27,527,3089,232,3147,3378
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KULLU,26,122,727,0,1054,1055
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,78,456,191,0,191
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SHIMLA,33,1464,8736,350,4717,5067
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SOLAN,31,1601,9627,1266,3112,4378
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SIRMAUR,32,2390,14434,2902,4706,7608
5.0-7.5,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KINNAUR,34,190,1119,583,235,818
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,CHAMBA,23,1,4,0,4,4
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KANGRA,24,6,26,39,0,39
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,HAMIRPUR,28,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,9,HAMIRPUR,168,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,UNA,29,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,22,BILASPUR,406,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,BILASPUR,30,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,MANDI,27,15,68,17,51,68
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KULLU,26,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,1,4,1,0,1
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SHIMLA,33,10,47,0,34,34
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SOLAN,31,4,18,5,9,13
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SIRMAUR,32,2,9,4,4,9
4.0-5.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KINNAUR,34,6,27,20,5,25
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,CHAMBA,23,3,14,0,19,19
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KANGRA,24,113,511,148,429,577
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,HAMIRPUR,28,15,68,0,59,59
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,9,HAMIRPUR,168,15,68,0,59,59
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,UNA,29,47,212,69,95,165
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,22,BILASPUR,406,15,68,26,50,76
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,BILASPUR,30,15,68,26,50,76
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,MANDI,27,26,113,0,154,154
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KULLU,26,8,37,0,40,40
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SHIMLA,33,109,497,13,222,235
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SOLAN,31,228,1001,68,405,474
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SIRMAUR,32,223,989,202,532,734
4.0-5.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KINNAUR,34,5,22,13,9,22
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,CHAMBA,23,189,831,40,906,945
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,KANGRA,24,2429,10776,1482,7898,9380
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,HAMIRPUR,28,891,3966,137,3376,3513
4.0-5.0,OTHERS,HIMACHAL PRADESH,9,HAMIRPUR,168,891,3966,137,3376,3513
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,UNA,29,1208,5420,1394,3218,4612
4.0-5.0,OTHERS,HIMACHAL PRADESH,22,BILASPUR,406,425,1882,576,1708,2284
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,BILASPUR,30,425,1882,576,1708,2284
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,MANDI,27,842,3714,331,4060,4391
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,KULLU,26,217,973,2,1186,1187
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,0,0,0,0,0
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,SHIMLA,33,1596,7077,295,4570,4866
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,SOLAN,31,1449,6418,951,2550,3500
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,SIRMAUR,32,1701,7712,1789,2686,4475
4.0-5.0,OTHERS,HIMACHAL PRADESH,2,KINNAUR,34,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,CHAMBA,23,47,210,28,215,243
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KANGRA,24,29,130,58,56,114
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,HAMIRPUR,28,6,27,0,31,31
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,9,HAMIRPUR,168,6,27,0,31,31
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,UNA,29,10,46,31,40,71
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,22,BILASPUR,406,12,53,12,41,54
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,BILASPUR,30,12,53,12,41,54
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,MANDI,27,17,76,5,77,82
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KULLU,26,3,13,0,13,13
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,130,580,283,0,283
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SHIMLA,33,1,4,0,0,0
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SOLAN,31,37,164,80,34,114
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SIRMAUR,32,25,110,61,32,93
4.0-5.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KINNAUR,34,215,948,551,161,712
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,CHAMBA,23,240,1059,68,1144,1212
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KANGRA,24,2577,11443,1727,8384,10111
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,HAMIRPUR,28,912,4060,137,3465,3602
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,9,HAMIRPUR,168,912,4060,137,3465,3602
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,UNA,29,1265,5679,1494,3353,4848
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,22,BILASPUR,406,452,2002,614,1800,2414
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,BILASPUR,30,452,2002,614,1800,2414
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,MANDI,27,900,3971,353,4342,4694
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KULLU,26,228,1022,2,1238,1240
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,131,584,284,0,284
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SHIMLA,33,1716,7625,309,4826,5135
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SOLAN,31,1718,7601,1104,2998,4102
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SIRMAUR,32,1951,8819,2056,3254,5311
4.0-5.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KINNAUR,34,226,997,584,175,759
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,CHAMBA,23,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KANGRA,24,7,102,124,25,149
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,HAMIRPUR,28,1,10,0,10,10
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,9,HAMIRPUR,168,1,10,0,10,10
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,UNA,29,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,22,BILASPUR,406,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,BILASPUR,30,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,MANDI,27,5,59,10,49,59
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KULLU,26,1,12,0,12,12
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,2,24,19,0,19
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SHIMLA,33,11,178,0,0,0
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SOLAN,31,5,60,0,12,12
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SIRMAUR,32,11,136,4,83,87
10.0-20.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KINNAUR,34,3,41,28,12,41
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,CHAMBA,23,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KANGRA,24,13,174,135,114,249
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,HAMIRPUR,28,1,10,0,2,2
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,9,HAMIRPUR,168,1,10,0,2,2
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,UNA,29,7,88,0,9,9
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,22,BILASPUR,406,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,BILASPUR,30,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,MANDI,27,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KULLU,26,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SHIMLA,33,12,141,16,85,101
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SOLAN,31,13,177,3,50,53
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SIRMAUR,32,33,433,36,388,423
10.0-20.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KINNAUR,34,1,12,12,0,12
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,CHAMBA,23,7,88,0,82,82
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,KANGRA,24,678,8513,1711,5840,7551
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,HAMIRPUR,28,137,1653,77,735,812
10.0-20.0,OTHERS,HIMACHAL PRADESH,9,HAMIRPUR,168,137,1653,77,735,812
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,UNA,29,471,6039,1703,2165,3868
10.0-20.0,OTHERS,HIMACHAL PRADESH,22,BILASPUR,406,18,217,0,217,217
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,BILASPUR,30,18,217,0,217,217
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,MANDI,27,28,334,11,287,297
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,KULLU,26,9,116,0,126,126
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,1,15,15,0,15
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,SHIMLA,33,225,2767,127,1542,1669
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,SOLAN,31,242,2948,272,644,915
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,SIRMAUR,32,885,11143,960,2689,3650
10.0-20.0,OTHERS,HIMACHAL PRADESH,2,KINNAUR,34,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,CHAMBA,23,1,14,0,14,14
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KANGRA,24,2,26,0,26,26
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,HAMIRPUR,28,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,9,HAMIRPUR,168,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,UNA,29,2,24,0,0,0
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,22,BILASPUR,406,1,11,0,11,11
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,BILASPUR,30,1,11,0,11,11
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,MANDI,27,2,22,0,22,22
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KULLU,26,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,6,90,26,0,26
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SHIMLA,33,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SOLAN,31,1,13,13,0,13
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,SIRMAUR,32,6,73,41,32,73
10.0-20.0,SCHEDULED TRIBES,HIMACHAL PRADESH,2,KINNAUR,34,32,403,284,58,341
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,CHAMBA,23,8,102,0,96,96
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KANGRA,24,700,8814,1970,6004,7975
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,HAMIRPUR,28,139,1674,77,747,824
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,9,HAMIRPUR,168,139,1674,77,747,824
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,UNA,29,480,6150,1703,2174,3877
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,22,BILASPUR,406,19,228,0,229,229
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,BILASPUR,30,19,228,0,229,229
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,MANDI,27,35,415,21,358,379
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KULLU,26,10,128,0,138,138
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,9,129,59,0,59
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SHIMLA,33,248,3086,144,1626,1770
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SOLAN,31,261,3198,288,705,993
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,SIRMAUR,32,935,11785,1041,3192,4233
10.0-20.0,ALL SOCIAL GROUPS,HIMACHAL PRADESH,2,KINNAUR,34,36,455,324,70,394
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,CHAMBA,23,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KANGRA,24,3,25,25,0,25
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,HAMIRPUR,28,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,9,HAMIRPUR,168,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,UNA,29,2,18,17,10,26
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,22,BILASPUR,406,1,8,14,0,14
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,BILASPUR,30,1,8,14,0,14
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,MANDI,27,3,25,9,16,25
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KULLU,26,1,10,0,10,10
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,1,10,5,0,5
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SHIMLA,33,11,95,0,39,39
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SOLAN,31,3,25,0,18,18
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,SIRMAUR,32,6,52,25,27,52
7.5-10.0,INSTITUTIONAL,HIMACHAL PRADESH,2,KINNAUR,34,4,35,21,9,30
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,CHAMBA,23,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KANGRA,24,19,154,69,114,183
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,HAMIRPUR,28,2,19,0,6,6
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,9,HAMIRPUR,168,2,19,0,6,6
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,UNA,29,8,67,16,69,85
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,22,BILASPUR,406,1,8,0,8,8
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,BILASPUR,30,1,8,0,8,8
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,MANDI,27,4,33,0,33,33
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KULLU,26,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SHIMLA,33,17,145,0,68,68
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SOLAN,31,39,355,5,140,145
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,SIRMAUR,32,70,580,61,156,217
7.5-10.0,SCHEDULED CASTE,HIMACHAL PRADESH,2,KINNAUR,34,1,8,0,8,8
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,CHAMBA,23,15,121,0,103,103
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,KANGRA,24,901,7679,1281,4796,6076
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,HAMIRPUR,28,201,1688,0,1375,1375
7.5-10.0,OTHERS,HIMACHAL PRADESH,9,HAMIRPUR,168,201,1688,0,1375,1375
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,UNA,29,618,5274,1725,2716,4441
7.5-10.0,OTHERS,HIMACHAL PRADESH,22,BILASPUR,406,31,252,17,211,228
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,BILASPUR,30,31,252,17,211,228
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,MANDI,27,82,689,30,648,678
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,KULLU,26,34,288,47,342,390
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,LAHAUL & SPITI,25,0,0,0,0,0
7.5-10.0,OTHERS,HIMACHAL PRADESH,2,SHIMLA,33,368,3099,91,1550,1641
